iyear,imonth,country,region,provstate,city,attacktype1,targtype1,gname,weaptype1
2011,3,153,6,Sindh,Karachi,2,2,Unknown,5
2011,3,153,6,Balochistan,Dera Bugti,3,20,Unknown,6
2011,3,153,6,Balochistan,Dera Bugti,3,14,Unknown,6
2011,3,153,6,Balochistan,Nasirabad,3,1,Baloch Republican Army (BRA),6
2011,3,153,6,Punjab,Rawalpindi,2,3,Unknown,5
2011,3,153,6,Khyber Pakhtunkhwa,Peshawar,2,2,Unknown,5
2011,3,167,9,Dagestan,Shamkhal,3,19,Unknown,6
2011,3,167,9,Dagestan,Buynaksk,3,1,Unknown,6
2011,3,153,6,Federally Administered Tribal Areas,Landi Kotal,3,8,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,1,Unknown,6
2011,3,95,10,Nineveh,Mosul,3,21,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,4,6,Kunduz,Kunduz,1,3,Taliban,6
2011,3,4,6,Herat,Chishti Sharif,6,2,Unknown,13
2011,3,92,6,Manipur,Imphal,3,8,Kangleipak Communist Party (KCP),6
2011,3,160,5,Sulu,Jolo,3,8,Abu Sayyaf Group (ASG),6
2011,3,153,6,Sindh,Karachi,2,8,Unknown,5
2011,3,153,6,Khyber Pakhtunkhwa,Jamrud,3,8,Unknown,6
2011,3,153,6,Federally Administered Tribal Areas,Ali Masjid,3,8,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Bara,3,8,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Akkakhel,3,19,Unknown,6
2011,3,228,10,Hadramawt,Al-Mukalla,2,3,Al-Qaida in the Arabian Peninsula (AQAP),5
2011,3,95,10,Kirkuk,Kirkuk,3,1,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Peshawar,3,15,Lashkar-e-Islam (Pakistan),6
2011,3,167,9,Dagestan,Makhachkala,2,2,Unknown,5
2011,3,167,9,Moscow (Federal City),Moscow,3,2,Unknown,6
2011,3,603,8,Northern Ireland,Antrim,3,14,Unknown,6
2011,3,167,9,Dagestan,Madzhalis,2,14,Unknown,5
2011,3,153,6,Balochistan,Dera Bugti,3,2,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Jamrud,3,19,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Bara,3,19,Unknown,6
2011,3,153,6,Balochistan,Sui,3,21,Baloch Republican Army (BRA),6
2011,3,153,6,Punjab,Gujranwala,3,3,Unknown,6
2011,3,153,6,Punjab,Gujranwala,3,3,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Peshawar,3,1,Unknown,6
2011,3,153,6,Balochistan,Nasirabad,3,1,Unknown,6
2011,3,153,6,Balochistan,Pir Koh,3,21,Baloch Republican Army (BRA),6
2011,3,153,6,Balochistan,Jaffarabad district,3,14,Unknown,6
2011,3,92,6,Jharkhand,Bara,2,17,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,92,6,Maharashtra,Etapalli,2,14,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,41,11,Mbomou,Nzako,2,14,Lord s Resistance Army (LRA),5
2011,3,147,11,Borno,Maiduguri,2,15,Boko Haram,5
2011,3,228,10,Abyan,Zinjibar,2,3,Unknown,5
2011,3,95,10,Nineveh,Shura,3,3,Unknown,6
2011,3,153,6,Balochistan,Nasirabad,3,21,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Hangu,2,14,Unknown,5
2011,3,153,6,Sindh,Karachi,2,14,Unknown,5
2011,3,153,6,Sindh,,6,2,Unknown,13
2011,3,153,6,Sindh,Karachi,2,2,Unknown,5
2011,3,153,6,Sindh,Karachi,2,2,Unknown,5
2011,3,153,6,Sindh,Karachi,2,2,Unknown,5
2011,3,153,6,Khyber Pakhtunkhwa,Kohat,2,14,Unknown,5
2011,3,45,3,Narino,Santacruz,7,19,National Liberation Army of Colombia (ELN),8
2011,3,4,6,Helmand,Nawa-i-Barakzayi district,3,14,Unknown,6
2011,3,4,6,Ghazni,Ghazni,3,2,Taliban,6
2011,3,45,3,Tolima,Ibague,3,1,Revolutionary Armed Forces of Colombia (FARC),6
2011,3,153,6,Balochistan,Kalat,2,2,Unknown,5
2011,3,153,6,Federally Administered Tribal Areas,Rehmatullah,3,8,Unknown,6
2011,3,153,6,Sindh,,6,2,Unknown,13
2011,3,92,6,Assam,Guwahati,3,2,United Liberation Front of Assam (ULFA),6
2011,3,92,6,Bihar,Gaya,3,16,Communist Party of India - Maoist (CPI-Maoist),6
2011,3,92,6,Jharkhand,Khunti district,2,3,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,92,6,Jharkhand,Khunti district,2,3,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,92,6,Jharkhand,Khunti district,2,3,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,92,6,Jharkhand,Khunti district,2,3,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,92,6,Jharkhand,Khunti district,2,3,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,95,10,Nineveh,Tal Afar,2,3,Unknown,5
2011,3,95,10,Al Anbar,Fallujah,3,3,Unknown,6
2011,3,95,10,Kirkuk,Kirkuk,3,3,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,228,10,Al Jawf,Unknown,2,2,Unknown,5
2011,3,4,6,Kunduz,Kunduz,3,4,Taliban,6
2011,3,92,6,Maharashtra,Aheri,2,3,Communist Party of India - Maoist (CPI-Maoist),9
2011,3,92,6,Assam,Kokrajhar district,2,4,National Democratic Front of Bodoland (NDFB),5
2011,3,92,6,Chhattisgarh,Morpalli,9,3,Communist Party of India - Maoist (CPI-Maoist),13
2011,3,92,6,Jharkhand,Khunti district,2,3,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,92,6,Bihar,Gaya,3,16,Communist Party of India - Maoist (CPI-Maoist),6
2011,3,92,6,Bihar,Gaya,7,16,Communist Party of India - Maoist (CPI-Maoist),8
2011,3,205,5,Songkhla,,2,8,Unknown,5
2011,3,205,5,Songkhla,,2,1,Unknown,5
2011,3,205,5,Narathiwat,Rusoh,2,14,Unknown,5
2011,3,104,11,North Eastern,Mandera,3,14,Unknown,6
2011,3,205,5,Yala,Raman,2,14,Unknown,5
2011,3,92,6,Jharkhand,Chauparan,7,14,Communist Party of India - Maoist (CPI-Maoist),8
2011,3,93,5,Jakarta,Jakarta,3,15,Jemaah Islamiya (JI),6
2011,3,160,5,Maguindanao,Cotabato City,2,2,Unknown,5
2011,3,4,6,Nangarhar,Jalalabad,3,8,Taliban,6
2011,3,4,6,Laghman,Mihtarlam,3,2,Taliban,6
2011,3,95,10,Nineveh,Baaj,6,14,Unknown,5
2011,3,93,5,Jakarta,Jakarta,3,14,Jemaah Islamiya (JI),6
2011,3,93,5,Jakarta,Jakarta,3,3,Jemaah Islamiya (JI),6
2011,3,93,5,Jakarta,Jakarta,3,14,Jemaah Islamiya (JI),6
2011,3,153,6,Sindh,Karachi,2,17,Unknown,5
2011,3,153,6,Sindh,Karachi,2,2,Unknown,5
2011,3,153,6,Sindh,Korangi,2,2,Unknown,5
2011,3,153,6,Sindh,Korangi,2,17,Unknown,5
2011,3,4,6,Kunar,Ghaziabad,7,14,Taliban,8
2011,3,45,3,Cauca,Toribio,3,1,Revolutionary Armed Forces of Colombia (FARC),6
2011,3,153,6,Sindh,Karachi,2,2,Unknown,5
2011,3,95,10,Diyala,Buhriz,2,17,Unknown,5
2011,3,95,10,Kirkuk,Kirkuk,1,2,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,1,Unknown,6
2011,3,205,5,Yala,Betong,2,14,Unknown,5
2011,3,92,6,Jharkhand,Tal,7,19,People s Liberation Front of India,8
2011,3,92,6,Bihar,Bodhi Bigha,8,2,Communist Party of India - Maoist (CPI-Maoist),9
2011,3,92,6,Bihar,Gaya,7,2,Communist Party of India - Maoist (CPI-Maoist),8
2011,3,92,6,Odisha,Malkangiri,2,15,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,93,5,Jawa Barat (West Java),Bogor,3,3,Unknown,6
2011,3,92,6,Jharkhand,Chandwa,6,1,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,95,10,Nineveh,Mosul,3,1,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,1,Unknown,6
2011,3,153,6,Balochistan,Bolan District,3,19,Unknown,6
2011,3,153,6,Sindh,Karachi,2,3,Unknown,5
2011,3,153,6,Sindh,Karachi,2,14,Unknown,5
2011,3,153,6,Federally Administered Tribal Areas,Landi Kotal,3,8,Unknown,6
2011,3,4,6,Sari Pul,Sari Pul district,6,14,Unknown,13
2011,3,4,6,Kunar,,1,2,Taliban,6
2011,3,95,10,Babil,Jurf al-Sakhr,2,17,Unknown,5
2011,3,92,6,Jharkhand,Meghatuburu,3,9,Communist Party of India - Maoist (CPI-Maoist),6
2011,3,93,5,Jakarta,Jakarta,3,14,Unknown,6
2011,3,182,11,Middle Juba,Buale,2,14,Al-Shabaab,5
2011,3,182,11,Banaadir,Mogadishu,6,14,Al-Shabaab,13
2011,3,182,11,Mudug,Galkayo,1,2,Unknown,6
2011,3,182,11,Banaadir,Mogadishu,3,6,Al-Shabaab,6
2011,3,92,6,Bihar,Kanaudha,6,14,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,153,6,Khyber Pakhtunkhwa,Bara,3,19,Tehrik-i-Taliban Pakistan (TTP),6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,95,10,Nineveh,Mosul,2,14,Unknown,5
2011,3,95,10,Babil,Hillah,2,17,Unknown,5
2011,3,95,10,Diyala,Muqdadiyah,2,3,Unknown,5
2011,3,95,10,Saladin,Shirqat,6,1,Unknown,5
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,153,6,Balochistan,Mach,3,21,Unknown,6
2011,3,153,6,Sindh,Karachi,3,2,Unknown,6
2011,3,153,6,Balochistan,Mach,3,21,Unknown,6
2011,3,603,8,Northern Ireland,Belfast,3,14,Unknown,6
2011,3,167,9,Kabardino Balkariya,Prokhladny,3,14,Unknown,6
2011,3,92,6,Maharashtra,Khandi,6,14,Communist Party of India - Maoist (CPI-Maoist),9
2011,3,153,6,Khyber Pakhtunkhwa,Nowshera,3,19,Unknown,6
2011,3,153,6,Punjab,Lahore,2,3,Unknown,5
2011,3,153,6,Khyber Pakhtunkhwa,Hangu,2,19,Unknown,5
2011,3,153,6,Sindh,Karachi,3,2,Unknown,6
2011,3,95,10,Baghdad,Baghdad,2,2,Unknown,5
2011,3,95,10,Baghdad,Baghdad,2,2,Unknown,5
2011,3,95,10,Baghdad,Baghdad,2,2,Unknown,5
2011,3,95,10,Baghdad,Baghdad,2,2,Unknown,5
2011,3,95,10,Diyala,Al Busleibi,1,17,Unknown,6
2011,3,95,10,Baghdad,Baghdad,1,4,Unknown,5
2011,3,147,11,Plateau,Jos,3,15,Unknown,6
2011,3,92,6,Chhattisgarh,Rajnandgaon district,2,14,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,92,6,Meghalaya,Williamnagar,2,3,Garo National Liberation Army,5
2011,3,92,6,Chhattisgarh,Gariaband,2,2,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,160,5,Agusan del Norte,Butuan,2,2,Unknown,5
2011,3,92,6,Chhattisgarh,Rajnandgaon district,2,14,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,147,11,Borno,Maiduguri,2,2,Boko Haram,5
2011,3,182,11,Hiiraan,Beledweyne,6,14,Al-Shabaab,9
2011,3,95,10,Baghdad,Baghdad,2,2,Unknown,5
2011,3,153,6,Balochistan,Gwadar,2,4,Baloch Republican Army (BRA),5
2011,3,153,6,Sindh,Karachi,2,2,Unknown,5
2011,3,153,6,Sindh,Karachi,2,2,Unknown,5
2011,3,153,6,Sindh,Karachi,2,14,Unknown,5
2011,3,153,6,Sindh,Karachi,2,15,Unknown,5
2011,3,153,6,Punjab,Gujranwala,3,3,Unknown,6
2011,3,153,6,Federally Administered Tribal Areas,Datta Khel,2,14,Tehrik-i-Taliban Pakistan (TTP),5
2011,3,167,9,Dagestan,Laksy (District),2,2,Unknown,5
2011,3,95,10,Saladin,Duluiyah,1,17,Unknown,5
2011,3,45,3,Norte de Santander,El Tarra,3,21,Revolutionary Armed Forces of Colombia (FARC),6
2011,3,45,3,Arauca,Saravena,1,2,National Liberation Army of Colombia (ELN),5
2011,3,45,3,Norte de Santander,El Tarra,3,21,Revolutionary Armed Forces of Colombia (FARC),6
2011,3,153,6,Federally Administered Tribal Areas,Kurram district,6,14,Tehrik-i-Taliban Pakistan (TTP),5
2011,3,95,10,Baghdad,Baghdad,3,1,Unknown,6
2011,3,95,10,Baghdad,Baghdad,2,3,Unknown,5
2011,3,95,10,Baghdad,Baghdad,1,3,Unknown,5
2011,3,97,10,Southern,Ashdod,3,14,Palestinian Islamic Jihad (PIJ),6
2011,3,95,10,Baghdad,Baghdad,3,1,Unknown,6
2011,3,95,10,Kirkuk,Kirkuk,2,17,Unknown,5
2011,3,95,10,Nineveh,Mosul,3,14,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,2,Unknown,6
2011,3,95,10,Nineveh,Mosul,2,3,Unknown,5
2011,3,153,6,Federally Administered Tribal Areas,Kurram district,6,14,Tehrik-i-Taliban Pakistan (TTP),13
2011,3,153,6,Federally Administered Tribal Areas,Ali Masjid,3,21,Unknown,6
2011,3,195,11,West Darfur,Al Junaynah,2,7,Unknown,5
2011,3,92,6,Bihar,Marpa,7,16,Communist Party of India - Maoist (CPI-Maoist),8
2011,3,92,6,Tamil Nadu,Unknown,3,14,Unknown,6
2011,3,92,6,West Bengal,Jhargam,2,17,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,95,10,Nineveh,Mosul,2,3,Unknown,5
2011,3,95,10,Nineveh,Mosul,2,3,Unknown,5
2011,3,95,10,Nineveh,Mosul,3,14,Unknown,6
2011,3,95,10,Nineveh,Mosul,3,14,Unknown,6
2011,3,95,10,Baghdad,Baghdad,2,2,Unknown,5
2011,3,95,10,Kirkuk,Kirkuk,1,3,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,2,Unknown,6
2011,3,97,10,Jerusalem,Jerusalem,3,14,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,97,10,Southern,Beersheba,3,14,Palestinian Islamic Jihad (PIJ),6
2011,3,78,8,Attica,Athens,3,2,Unknown,6
2011,3,153,6,Federally Administered Tribal Areas,Ali Masjid,3,21,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Peshawar,3,21,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Peshawar,3,21,Unknown,6
2011,3,45,3,Arauca,Arauquita district,7,1,Revolutionary Armed Forces of Colombia (FARC),8
2011,3,45,3,Norte de Santander,El Tarra,3,21,Revolutionary Armed Forces of Colombia (FARC),6
2011,3,92,6,Bihar,Yadupur,3,8,Communist Party of India - Maoist (CPI-Maoist),6
2011,3,94,10,Kordestan,Sanandaj,2,3,Unknown,5
2011,3,153,6,Balochistan,Sibi,3,21,Unknown,6
2011,3,167,9,Dagestan,Malaya Areshevka,3,1,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,94,10,Kordestan,Sanandaj,2,4,Unknown,5
2011,3,153,6,Federally Administered Tribal Areas,Landi Kotal,3,8,Tehrik-i-Taliban Pakistan (TTP),6
2011,3,153,6,Khyber Pakhtunkhwa,Bara,3,8,Tehrik-i-Taliban Pakistan (TTP),6
2011,3,160,5,Agusan del Norte,Amparo,2,1,New People s Army (NPA),5
2011,3,92,6,Bihar,Tetrain,3,8,Communist Party of India - Maoist (CPI-Maoist),6
2011,3,205,5,Yala,Raman,2,1,Unknown,5
2011,3,65,11,Addis Ababa,Addis Ababa,3,14,Unknown,6
2011,3,92,6,Chhattisgarh,Koracha,2,14,Communist Party of India - Maoist (CPI-Maoist),5
2011,3,141,6,Central,Bhediyahi,3,19,Janatantrik Terai Mukti Morcha (JTMM),6
2011,3,141,6,Central,Gaur,3,2,Madhesh Mukti Sangram (MMS),6
2011,3,160,5,South Cotabato,Danlag,2,1,New People s Army (NPA),5
2011,3,182,11,Banaadir,Mogadishu,3,17,Unknown,6
2011,3,92,6,Bihar,Tilaiya Khurd,3,8,Communist Party of India - Maoist (CPI-Maoist),6
2011,3,153,6,Khyber Pakhtunkhwa,Peshawar,3,8,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Peshawar,3,8,Unknown,6
2011,3,153,6,Federally Administered Tribal Areas,Kurram district,2,14,Tehrik-i-Taliban Pakistan (TTP),5
2011,3,153,6,Balochistan,Pir Koh,3,21,Unknown,6
2011,3,153,6,Federally Administered Tribal Areas,Spin Qabar,2,14,Unknown,5
2011,3,153,6,Khyber Pakhtunkhwa,Akkakhel,3,19,Unknown,6
2011,3,92,6,Bihar,Tilaiya Khurd,7,17,Communist Party of India - Maoist (CPI-Maoist),8
2011,3,45,3,La Guajira,Maicao,3,21,Revolutionary Armed Forces of Colombia (FARC),6
2011,3,153,6,Federally Administered Tribal Areas,Kurram district,6,2,Unknown,5
2011,3,160,5,La Union,Tuddingan,1,2,Unknown,6
2011,3,95,10,Al Anbar,Abu Ghraib,3,14,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,8,Unknown,6
2011,3,141,6,Mid-Western,Banke,3,19,Janatantrik Terai Mukti Morcha (JTMM),6
2011,3,205,5,Pattani,Muang,2,14,Unknown,5
2011,3,160,5,Laguna,Calasiche,2,2,Unknown,5
2011,3,141,6,Western,Rupandehi district,3,19,Unknown,6
2011,3,205,5,Yala,Raman,2,3,Unknown,5
2011,3,205,5,Narathiwat,Rusoh,2,1,Unknown,5
2011,3,92,6,Rajasthan,Ajmer,3,19,Unknown,6
2011,3,92,6,Manipur,Imphal,3,2,Unknown,6
2011,3,147,11,Borno,Maiduguri,2,2,Boko Haram,5
2011,3,104,11,North Eastern,Liboi,2,3,Al-Shabaab,5
2011,3,141,6,Central,Kavre,3,19,Janatantrik Terai Mukti Morcha (JTMM),6
2011,3,195,11,North Darfur,Fata Burnu,4,7,Unknown,5
2011,3,141,6,Western,Rupandehi district,3,14,Janatantrik Terai Mukti Morcha (JTMM),6
2011,3,228,10,Marib,Unknown,2,3,Al-Qaida in the Arabian Peninsula (AQAP),5
2011,3,4,6,Kunar,Chapa Dara,6,3,Taliban,13
2011,3,4,6,Paktika,Barmal,3,1,Taliban,6
2011,3,19,6,Dhaka,Rajbari,3,19,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,9,Unknown,6
2011,3,95,10,Al Anbar,Ramadi,2,3,Unknown,5
2011,3,153,6,Sindh,Karachi,2,2,Unknown,5
2011,3,153,6,Federally Administered Tribal Areas,Kurram district,3,14,Unknown,6
2011,3,110,10,Beqaa,Zahle,3,15,Unknown,6
2011,3,603,8,Northern Ireland,Derry,3,2,Real Irish Republican Army (RIRA),6
2011,3,95,10,Baghdad,Baghdad,3,2,Unknown,6
2011,3,95,10,Diyala,Baqubah,1,4,Unknown,6
2011,3,153,6,Federally Administered Tribal Areas,Bajaur district,3,8,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Kohat,3,14,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,95,10,Babil,Musayib,3,14,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,1,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Charsadda,3,8,Unknown,6
2011,3,153,6,Sindh,Karachi,2,14,Unknown,5
2011,3,228,10,Abyan,Jaar,3,1,Al-Qaida in the Arabian Peninsula (AQAP),6
2011,3,95,10,Nineveh,Mosul,2,3,Unknown,5
2011,3,95,10,Baghdad,Baghdad,1,2,Unknown,6
2011,3,95,10,Nineveh,Mosul,1,3,Unknown,6
2011,3,603,8,Northern Ireland,Belfast,2,20,Unknown,5
2011,3,603,8,Northern Ireland,Belfast,3,20,Unknown,6
2011,3,45,3,Cauca,Caloto,3,14,Revolutionary Armed Forces of Colombia (FARC),6
2011,3,92,6,Manipur,Imphal,3,8,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),6
2011,3,104,11,Unknown,Unknown,2,3,Al-Shabaab,5
2011,3,182,11,Bari,Bosaso,2,14,Unknown,5
2011,3,205,5,Yala,Bannang Sata,2,1,Unknown,5
2011,3,141,6,Central,Mahottari district,2,14,Unknown,5
2011,3,160,5,Maguindanao,Cotabato City,2,14,Unknown,9
2011,3,92,6,Bihar,Pipra Ghat,2,1,Communist Party of India - Maoist (CPI-Maoist),8
2011,3,182,11,Mudug,Galkayo,2,14,Unknown,5
2011,3,147,11,Borno,Maiduguri,2,14,Boko Haram,5
2011,3,147,11,Borno,Maiduguri,2,14,Boko Haram,5
2011,3,147,11,Borno,Maiduguri,3,2,Boko Haram,6
2011,3,45,3,Norte de Santander,Tibu,7,19,Revolutionary Armed Forces of Colombia (FARC),8
2011,3,153,6,Khyber Pakhtunkhwa,Kohat,3,8,Unknown,6
2011,3,96,8,Dublin,Ballyfermot,3,20,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,8,Unknown,6
2011,3,209,10,Mersin,Toroslar,3,2,Unknown,6
2011,3,167,9,Dagestan,Bolshaya Oreshevka,3,16,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Kohat,3,8,Unknown,6
2011,3,95,10,Saladin,Tikrit,3,2,Al-Qaida in Iraq,6
2011,3,95,10,Baghdad,Baghdad,2,3,Unknown,5
2011,3,95,10,Nineveh,Mosul,3,14,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Anbaar,1,2,Unknown,6
2011,3,153,6,Khyber Pakhtunkhwa,Mardan,3,8,Unknown,6
2011,3,95,10,Baghdad,Baghdad,3,2,Unknown,6
2011,3,167,9,Dagestan,Makhachkala,3,14,Unknown,6
2011,3,92,6,Jammu and Kashmir,Tral,2,2,Hizbul Mujahideen (HM),5
2011,3,92,6,Manipur,Imphal,3,8,Unknown,6
2011,3,92,6,Manipur,Thoubal,1,2,Unknown,5
2011,3,92,6,Maharashtra,Korchi,6,14,Communist Party of India - Maoist (CPI-Maoist),9
2011,3,141,6,Central,Raxaul,2,17,Unknown,5
2011,3,147,11,Katsina,Katsina,3,2,Unknown,6
2011,3,167,9,Dagestan,Makhachkala,2,3,Unknown,5
2011,3,78,8,Attica,Korydallos,3,2,Unknown,6
2011,3,98,8,Tuscany,Liverno,3,4,Informal Anarchist Federation,6
2011,3,199,8,Solothurn,Olten,3,1,Informal Anarchist Federation,6
2011,3,167,9,Dagestan,Makhachkala,2,2,Unknown,5
2011,3,228,10,Marib,Unknown,7,21,Unknown,5
2011,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,3,95,10,Al Anbar,Abu Ghraib,3,3,Unknown,6
2011,3,153,6,Balochistan,Turbat,3,2,Baloch Liberation Front (BLF),6
2011,3,153,6,Khyber Pakhtunkhwa,Charsadda,1,2,Unknown,6
2011,3,153,6,Balochistan,Khuzdar,3,8,Unknown,6
2011,3,45,3,Arauca,Caranal,3,21,Revolutionary Armed Forces of Colombia (FARC),6
2011,4,153,6,Balochistan,Dera Allah Yar,3,19,Unknown,6
2011,4,153,6,Federally Administered Tribal Areas,Miran Shah,3,8,Unknown,6
2011,4,153,6,Federally Administered Tribal Areas,South Waziristan district,3,9,Unknown,6
2011,4,153,6,Federally Administered Tribal Areas,Darra Adam Khel,3,15,Unknown,6
2011,4,92,6,Assam,Golakganj,3,19,Unknown,6
2011,4,92,6,Jharkhand,Gumla,2,1,People s Liberation Front of India,9
2011,4,141,6,Eastern,Morang district,3,3,Unknown,6
2011,4,141,6,Mid-Western,Humla district,3,20,Unknown,6
2011,4,160,5,Agusan del Sur,Prosperidad,6,8,Unknown,5
2011,4,160,5,Basilan,Isabela,3,2,Abu Sayyaf Group (ASG),6
2011,4,45,3,Arauca,Selvas de Lipa,7,19,Revolutionary Armed Forces of Colombia (FARC),8
2011,4,45,3,Putumayo,Orito,3,21,Revolutionary Armed Forces of Colombia (FARC),6
2011,4,92,6,Assam,Guwahati district,2,3,Karbi People s Liberation Tigers (KPLT),5
2011,4,92,6,Assam,Udalguri,3,19,Unknown,6
2011,4,92,6,Odisha,Naguluru,2,14,Communist Party of India - Maoist (CPI-Maoist),5
2011,4,92,6,West Bengal,Jhargam,2,8,Communist Party of India - Maoist (CPI-Maoist),9
2011,4,94,10,Kordestan,Marivan,2,3,Kurdistan Free Life Party,5
2011,4,153,6,Balochistan,Kohlu,3,14,Unknown,6
2011,4,603,8,Northern Ireland,Omagh,3,3,Oglaigh na hEireann,6
2011,4,95,10,Baghdad,Baghdad,3,2,Unknown,6
2011,4,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,4,153,6,Punjab,Dera Ghazi Khan,3,15,Tehrik-i-Taliban Pakistan (TTP),6
2011,4,4,6,Farah,Khaki Safed district,6,14,Taliban,13
2011,4,92,6,Assam,Nalbari,3,19,Unknown,6
2011,4,92,6,Manipur,Imphal,3,2,Unknown,6
2011,4,141,6,Mid-Western,Dolpa district,3,14,Unknown,6
2011,4,45,3,Boyaca,Paya,7,1,National Liberation Army of Colombia (ELN),8
2011,4,45,3,Valle del Cauca,Tulua,3,14,Revolutionary Armed Forces of Colombia (FARC),6
2011,4,160,5,Maguindanao,Tenuk,1,2,Moro Islamic Liberation Front (MILF),5
2011,4,97,10,Southern,Ashkelon,3,14,Unknown,6
2011,4,92,6,Assam,Singhikhola-Laubheta,9,3,National Democratic Front of Bodoland (NDFB),13
2011,4,92,6,Bihar,Kanaudha,2,1,Communist Party of India - Maoist (CPI-Maoist),13
2011,4,92,6,Manipur,Imphal,2,16,Kangleipak Communist Party (KCP),5
2011,4,92,6,Manipur,Unknown,2,2,Unknown,5
2011,4,92,6,West Bengal,Jhargam,2,2,Communist Party of India - Maoist (CPI-Maoist),9
2011,4,4,6,Helmand,Lashkar Gah,3,2,Unknown,6
2011,4,228,10,Shabwah,Balhaf,2,21,Unknown,5
2011,4,155,10,West Bank,Jenin,2,1,Unknown,5
2011,4,153,6,Khyber Pakhtunkhwa,Mayar Jandool,1,14,Unknown,6
2011,4,153,6,Sindh,Karachi,2,22,Unknown,5
2011,4,167,9,Dagestan,Kaspiisk,3,14,Unknown,6
2011,4,95,10,Baghdad,Baghdad,3,2,Unknown,6
2011,4,95,10,Baghdad,Baghdad,3,17,Unknown,6
2011,4,95,10,Baghdad,Baghdad,3,2,Unknown,6
2011,4,95,10,Babil,Yusufiyah,2,14,Unknown,5
2011,4,95,10,Baghdad,Baghdad,3,2,Unknown,6
2011,4,95,10,Baghdad,Baghdad,3,14,Unknown,6
2011,4,95,10,Maysan,Amarah,3,1,Unknown,6
2011,4,95,10,Nineveh,Baaj,3,1,Unknown,6
2011,4,167,9,Dagestan,Karabudakhkentsky,3,1,Unknown,6
2011,4,195,11,North Darfur,Kutum,2,7,Unknown,5
2011,4,147,11,Bayelsa,Yenagoa,3,1,Unknown,6
2011,4,153,6,Federally Administered Tribal Areas,Kurram district,2,17,Unknown,5
2011,4,153,6,Federally Administered Tribal Areas,Mohmand district,3,8,Tehrik-i-Taliban Pakistan (TTP),6
2011,4,153,6,Federally Administered Tribal Areas,Mohmand district,3,8,Tehrik-i-Taliban Pakistan (TTP),6
