iyear;imonth;iday;country;region;provstate;city;latitude;longitude;attacktype1;attacktype2;attacktype3;targtype1;natlty1;targtype2;natlty2;targtype3;natlty3;gname;gname2;gname3;weaptype1;weaptype2;weaptype3;weaptype4;nkill;nwound
2010;1;25;92;6;West Bengal;Salboni;22,562035;87,154756;6;2;;22;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;;;;0;0
2010;1;25;92;6;Manipur;Imphal;24,798346;93,94043;3;;;3;92;;;;;Kangleipak Communist Party (KCP);;;6;;;;0;2
2010;1;25;92;6;Assam;Golaghat;26,519877;93,970038;6;;;1;92;;;;;National Socialist Council of Nagaland-Khaplang (NSCN-K);;;13;;;;0;0
2010;1;25;92;6;Punjab;Halwara;30,748611;75,629722;3;;;4;92;;;;;Khalistan Liberation Force;;;6;;;;0;0
2010;1;26;92;6;West Bengal;West Midnapore district;22,404193;87,379866;2;;;2;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;;;;1;0
2010;1;26;153;6;Balochistan;Khuzdar district;27,81872;66,659656;2;;;2;153;;;;;Unknown;;;5;;;;1;0
2010;1;26;167;9;Ingushetia;Magas;43,173137;44,812872;3;;;2;167;2;167;;;Unknown;;;6;;;;0;0
2010;1;26;167;9;Ingushetia;Nazran;43,2267;44,770569;3;;;15;167;;;;;Unknown;;;6;;;;0;0
2010;1;26;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;2;95;;;;;Unknown;;;6;;;;18;80
2010;1;26;153;6;Balochistan;Dera Allah Yar;28,380661;68,343147;1;;;3;153;;;;;Baloch Republican Army (BRA);;;6;;;;0;6
2010;1;26;92;6;Chhattisgarh;Dantewada;18,9;81,35;7;;;1;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;8;;;;0;0
2010;1;26;186;6;Northern;Valvatithurai;9,814937;80,16608;3;;;2;186;;;;;Unknown;;;6;;;;0;0
2010;1;26;4;6;Kabul;Kabul;34,516895;69,147011;3;;;4;422;14;4;;;Taliban;;;6;;;;1;16
2010;1;27;138;5;Shan State;Mongla;21,669443;100,016389;1;;;2;138;;;;;Unknown;;;5;;;;1;0
2010;1;27;186;6;Central;Gampola;7,134702;80,5619;3;;;14;186;;;;;Unknown;;;6;;;;2;4
2010;1;27;153;6;Balochistan;Quetta;30,200819;66,994354;3;;;1;153;;;;;Unknown;;;6;;;;0;0
2010;1;27;153;6;Federally Administered Tribal Areas;Bajaur district;34,856902;71,429936;3;;;14;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;6;;;;0;0
2010;1;27;205;5;Pattani;Yarang;6,772404;101,292062;3;;;3;205;;;;;Unknown;;;6;;;;0;1
2010;1;27;153;6;Azad Kashmir;Rawalkot district;33,853674;73,750728;3;;;8;92;;;;;Unknown;;;6;;;;0;14
2010;1;27;153;6;North-West Frontier Province;Dir;35,202293;71,873006;3;;;14;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;6;;;;3;0
2010;1;27;95;10;Baghdad;Baghdad;33,303566;44,371773;2;;;14;94;;;;;Unknown;;;5;;;;1;5
2010;1;27;153;6;North-West Frontier Province;Peshawar;34,006004;71,53743;2;;;14;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;5;;;;1;0
2010;1;27;92;6;West Bengal;Bankura;23,232415;87,078604;2;;;22;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;;;;1;0
2010;1;27;92;6;Bihar;Banka;24,877812;86,921828;6;2;;2;92;;;;;Terai Janatantrik Party;;;5;;;;0;1
2010;1;27;92;6;Orissa;Keonjhar;21,63869;85,606944;7;;;1;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;8;;;;0;0
2010;1;27;228;10;Hadramawt;Ghyaydah;14,902683;49,995874;2;;;3;228;;;;;Unknown;;;5;;;;1;0
2010;1;27;167;9;Dagestan;Novyi Khushet;42,900924;47,557654;2;;;2;167;;;;;Unknown;;;5;;;;0;0
2010;1;27;19;6;Chittagong;Khagrachari;23,110918;91,982417;1;;;14;19;;;;;Unknown;;;5;;;;0;0
2010;1;27;19;6;Chittagong;Rangamati;22,65735;92,173271;2;;;2;19;;;;;Unknown;;;5;;;;0;0
2010;1;28;167;9;Ingushetia;Nazran;43,2267;44,770569;2;;;2;167;;;;;Unknown;;;5;;;;1;0
2010;1;28;182;11;Lower Shebelle;Afgoye;2,14383;45,118061;3;;;17;182;;;;;Unknown;;;6;;;;0;0
2010;1;28;92;6;Assam;Bokajan;26,020855;93,778168;3;;;19;92;;;;;Unknown;;;6;;;;0;0
2010;1;28;92;6;Jharkhand;Patamda;22,906096;86,386833;2;;;14;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;;;;1;2
2010;1;28;78;8;Attica;Athens;37,99749;23,762728;7;;;2;78;;;;;Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece;;;8;;;;0;0
2010;1;28;153;6;Sindh;Karachi;24,891115;67,143311;2;3;;4;153;;;;;Unknown;;;5;6;;;0;3
2010;1;28;45;3;Cauca;Cajibio;2,634896;-76,631349;3;;;9;45;;;;;Revolutionary Armed Forces of Colombia (FARC);;;6;;;;0;0
2010;1;28;153;6;Balochistan;Hub;25,044537;66,874672;2;;;1;153;;;;;Unknown;;;5;;;;1;0
2010;1;28;153;6;Balochistan;Khuzdar district;27,81872;66,659656;2;;;1;153;;;;;Unknown;;;5;;;;1;0
2010;1;28;153;6;Balochistan;Nushki district;29,551957;66,019326;3;;;1;153;;;;;Unknown;;;6;;;;2;0
2010;1;28;153;6;Balochistan;Jaffarabad district;28,340071;68,188997;3;;;1;153;;;;;Unknown;;;6;;;;1;8
2010;1;28;153;6;Punjab;Jand;33,432337;72,017474;3;;;1;153;;;;;Unknown;;;6;;;;0;6
2010;1;28;78;8;Attica;Athens;37,99749;23,762728;7;;;14;78;;;;;Unknown;;;8;;;;0;0
2010;1;28;6;10;Béjaïa Province;Lota;36,625172;5,298243;3;;;19;6;;;;;Unknown;;;6;;;;0;0
2010;1;30;6;10;Béjaïa Province;Lota;36,625172;5,298243;3;;;19;6;;;;;Unknown;;;6;;;;0;0
2010;1;29;153;6;Balochistan;Quetta;30,200819;66,994354;2;;;14;153;;;;;Unknown;;;5;;;;3;7
2010;1;29;160;5;Zamboanga Sibugay;Zamboanga City;6,929089;122,07885;3;;;14;160;;;;;Unknown;;;6;;;;0;0
2010;1;29;160;5;Zamboanga Sibugay;Zamboanga City;6,929089;122,07885;3;;;14;160;;;;;Unknown;;;6;;;;0;0
2010;1;29;110;10;North;Tripoli;34,438094;35,830837;3;;;2;110;;;;;Unknown;;;6;8;;;0;0
2010;1;29;4;6;Helmand;Lashkar Gah;31,60063;64,369652;3;;;7;4;;;;;Taliban;;;6;6;5;;4;0
2010;1;29;92;6;Chhattisgarh;Dantewada;18,9;81,35;3;;;3;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;6;;;;1;0
2010;1;29;92;6;Jammu and Kashmir;Yaripora;33,724008;75,017854;2;;;14;92;17;92;;;Unknown;;;5;;;;0;2
2010;1;29;92;6;West Bengal;Dhansol;22,615479;87,08591;2;;;22;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;;;;1;0
2010;1;29;92;6;Andhra pradesh;Unknown;16,690933;79,567945;7;;;19;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;8;;;;0;0
2010;1;29;74;7;Abkhazia;Chuburkhinji;42,581387;41,806926;3;;;3;74;;;;;Unknown;;;6;;;;2;7
2010;1;29;78;8;Central Macedonia;Kalamaria;40,582703;22,953029;7;;;14;78;;;;;Unknown;;;8;;;;0;0
2010;1;29;78;8;Central Macedonia;Thessaloniki;40,620663;22,952;7;;;14;78;;;;;Unknown;;;8;;;;0;0
2010;1;29;78;8;Attica;Athens;37,99749;23,762728;7;;;2;78;;;;;Unknown;;;8;;;;0;0
2010;1;29;205;5;Pattani;;6,700696;101,433915;3;2;;15;205;;;;;Unknown;;;6;;;;1;3
2010;1;29;78;8;Attica;Athens;37,99749;23,762728;7;;;7;78;;;;;Unknown;;;8;;;;0;0
2010;1;29;92;6;Orissa;Sundargarh;22,124002;84,043175;6;2;;14;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;13;;;;1;0
2010;1;30;4;6;Badghis;;35,167134;63,769538;2;;;7;4;;;;;Taliban;;;5;;;;2;0
2010;1;30;167;9;Ingushetia;Sunzhenskaya;43,316667;45,066667;3;;;2;167;;;;;Unknown;;;6;;;;0;0
2010;1;30;19;6;Rajshahi;Atgharia;24,00658;89,244133;3;;;14;19;;;;;Unknown;;;6;;;;0;1
2010;1;30;6;10;Tizi Ouzou Province;Yakouren;36,734757;4,438648;3;;;14;6;;;;;Unknown;;;6;;;;0;2
2010;1;30;205;5;Pattani;Mayo;6,716867;101,416882;2;;;14;205;;;;;Unknown;;;5;;;;2;0
2010;1;30;153;6;North-West Frontier Province;Bannu;32,987347;70,602524;3;;;8;153;;;;;Unknown;;;6;;;;0;0
2010;1;31;603;8;Northern Ireland;Bessbrook;54,194973;-6,397842;2;;;3;233;;;;;Unknown;;;5;;;;0;0
2010;1;31;92;6;Manipur;Unknown;24,663717;93,906269;6;;;10;92;;;;;Unknown;;;5;;;;0;0
2010;1;31;153;6;Sindh;Karachi;24,891115;67,143311;2;;;22;153;;;;;Unknown;;;5;;;;1;0
2010;1;31;153;6;Sindh;Karachi;24,891115;67,143311;2;;;1;153;;;;;Unknown;;;5;;;;1;0
2010;1;31;153;6;Sindh;Karachi;24,891115;67,143311;6;2;;14;153;;;;;Unknown;;;5;;;;1;1
2010;1;31;205;5;Pattani;Saiburi;6,717959;101,593027;2;;;14;205;;;;;Unknown;;;5;;;;3;1
2010;1;31;153;6;Sindh;Karachi;24,891115;67,143311;2;;;9;153;;;;;Unknown;;;5;;;;2;1
2010;1;31;92;6;Manipur;Imphal;24,798346;93,94043;2;;;14;92;;;;;Unknown;;;5;;;;0;0
2010;2;1;182;11;Bari;Bosaso;11,274796;49,179657;3;;;2;182;;;;;Unknown;;;6;;;;0;3
2010;2;1;6;10;Ain Defla Province;Oued Djemaa;36,11418;2,30438;3;;;4;6;;;;;Unknown;;;6;;;;0;3
2010;2;1;167;9;Ingushetia;Nazran;43,2267;44,770569;3;;;2;167;;;;;Unknown;;;6;;;;0;2
2010;2;1;95;10;Al Anbar;Ramadi;33,420948;43,295662;1;;;3;95;;;;;Unknown;;;5;;;;1;0
2010;2;1;95;10;Baghdad;Baghdad;33,303566;44,371773;2;;;14;95;;;;;Unknown;;;5;;;;0;2
2010;2;1;95;10;Diyala;Bab al-Sham;33,470512;44,393494;3;;;14;95;;;;;Islamic State of Iraq (ISI);;;6;;;;42;106
2010;2;1;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;12
2010;2;1;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;1;4
2010;2;1;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;6
2010;2;1;228;10;Abyan;Zinjibar;13,129726;45,385571;2;;;2;228;;;;;Unknown;;;5;;;;1;0
2010;2;1;19;6;Dhaka;Dhaka;23,947269;90,414482;3;2;;14;19;14;19;;;Jama'atul Mujahideen Bangladesh (JMB);;;6;5;9;;1;0
2010;2;1;92;6;West Bengal;Bankura;23,232415;87,078604;2;;;3;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;9;;;;2;12
2010;2;1;92;6;West Bengal;Purulia;23,332078;86,365208;2;;;3;91;;;;;Communist Party of India - Maoist (CPI-Maoist);;;9;9;;;0;8
2010;2;1;153;6;Balochistan;Nasirabad;28,458421;68,133223;2;;;22;153;;;;;Unknown;;;5;;;;1;0
2010;2;1;153;6;Balochistan;Nasirabad;28,458421;68,133223;2;;;2;153;;;;;Unknown;;;5;;;;5;0
2010;2;1;160;5;Basilan;Sumisip;6,41871;121,972443;3;;;14;160;;;;;Abu Sayyaf Group (ASG);;;6;;;;0;4
2010;2;1;160;5;Catanduanes;Santa Cruz;14,033845;124,151688;2;;;17;160;;;;;New People's Army (NPA);;;5;;;;1;0
2010;2;2;45;3;Huila;Neiva;2,93303;-75,285828;7;;;19;45;;;;;Revolutionary Armed Forces of Colombia (FARC);;;8;;;;0;0
2010;2;2;160;5;Davao del Sur;Unknown;7,082431;125,624401;2;;;14;160;;;;;Unknown;;;5;;;;1;0
2010;2;2;153;6;Balochistan;Quetta;30,200819;66,994354;3;;;8;153;;;;;Unknown;;;6;;;;0;0
2010;2;2;153;6;Federally Administered Tribal Areas;Lakaro;34,574856;71,276081;3;;;14;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;6;;;;2;2
2010;2;2;92;6;Assam;Rangapara;26,821592;92,681002;6;;;14;92;;;;;National Democratic Front of Bodoland (NDFB);;;5;;;;0;0
2010;2;2;92;6;West Bengal;Jhargram;22,451393;86,992203;2;6;;22;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;;;;1;0
2010;2;2;4;6;Daykundi;Gizab;33,429772;66,213144;3;;;14;4;;;;;Taliban;;;6;;;;0;0
2010;2;2;4;6;Farah;;32,495328;62,262663;9;;;2;4;;;;;Taliban;;;13;;;;0;0
2010;2;2;4;6;Kandahar;Kandahar;31,631083;65,742226;2;;;14;4;;;;;Taliban;;;5;;;;2;1
2010;2;2;155;10;Gaza Strip;Khan Yunis;31,346964;34,30143;3;;;17;155;;;;;Unknown;;;6;;;;0;2
2010;2;2;95;10;Nineveh;Hamdaniyah;36,154457;43,359215;3;;;14;95;;;;;Unknown;;;6;;;;0;4
2010;2;2;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;3
2010;2;2;95;10;Saladin;Taji;33,530734;44,274292;3;;;3;95;;;;;Unknown;;;6;;;;0;1
2010;2;2;167;9;Ingushetia;Nazran;43,2267;44,770569;3;;;19;167;;;;;Unknown;;;6;;;;0;0
2010;2;2;167;9;Russian Republic;Izmailovskoye;59,853371;30,348433;3;;;19;167;;;;;Unknown;;;6;;;;0;1
2010;2;2;229;11;Orientale;Niangara;3,692178;27,895218;2;6;7;14;229;;;;;Lord's Resistance Army (LRA);;;13;;;;74;0
2010;2;2;182;11;Banaadir;Mogadishu;2,059819;45,326115;3;;;1;182;;;;;Unknown;;;6;;;;0;0
2010;2;2;182;11;Lower Shebelle;Farsooley;2,068647;44,558566;6;;;14;182;;;;;Hizbul al Islam (Somalia);;;13;;;;0;0
2010;2;3;603;8;Northern Ireland;Belfast;54,607712;-5,95621;3;;;3;96;;;;;Irish Republican Extremists;;;6;;;;0;0
2010;2;3;95;10;Al Anbar;Ramadi;33,420948;43,295662;3;;;20;95;;;;;Unknown;;;6;;;;0;1
2010;2;3;95;10;Kirkuk;Kirkuk;35,45211;44,375465;1;;;3;95;;;;;Unknown;;;5;;;;1;0
2010;2;3;95;10;Babil;Hillah;32,469238;44,416637;3;;;14;95;;;;;Unknown;;;6;;;;2;0
2010;2;3;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;1;3
2010;2;3;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;3
2010;2;3;95;10;Baghdad;Baghdad;33,303566;44,371773;1;;;2;95;;;;;Islamic State of Iraq (ISI);;;6;;;;0;0
2010;2;3;95;10;Karbala;Karbala;32,604393;44,007145;3;;;4;95;14;95;;;Unknown;;;6;;;;6;25
2010;2;3;95;10;Saladin;Tuz Khormato;34,881348;44,62513;6;2;;8;95;;;;;Unknown;;;13;;;;1;0
2010;2;3;4;6;Faryab;Dawlatabad;36,420551;64,89389;2;6;;8;4;;;;;Taliban;;;9;5;;;0;1
2010;2;3;92;6;Jharkhand;Chowka More;22,959166;85,965274;3;;;3;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;6;;;;1;2
2010;2;3;92;6;Manipur;Imphal;24,798346;93,94043;2;;;4;92;;;;;People's United Liberation Front (PULF);;;5;;;;1;0
2010;2;3;11;3;Neuquén;Neuquen;-38,951872;-68,059079;3;;;6;11;;;;;Jacinto Araujo Internationalist Rebel Insurrectionist Brigade;;;6;;;;0;0
2010;2;3;205;5;Narathiwat;Rusoh;6,384576;101,502075;2;;;14;205;;;;;Unknown;;;5;;;;1;0
2010;2;4;92;6;Manipur;Imphal;24,798346;93,94043;3;;;14;92;;;;;Unknown;;;6;;;;0;0
2010;2;4;4;6;Kandahar;Kandahar;31,631083;65,742226;2;;;2;4;;;;;Unknown;;;5;;;;1;0
2010;2;4;110;10;South;Sidon;33,550434;35,370964;3;;;1;155;;;;;Unknown;;;6;;;;0;0
2010;2;4;95;10;Al Anbar;Abu Ghraib;33,31065;44,038208;3;;;14;95;;;;;Unknown;;;6;;;;0;1
2010;2;4;95;10;Baghdad;Baghdad;33,303566;44,371773;6;;;2;91;;;;;Unknown;;;13;;;;0;0
2010;2;4;110;10;South;Ain al-Hilweh;33,542004;35,381153;3;;;1;155;;;;;Unknown;;;6;;;;0;0
2010;2;4;95;10;Nineveh;Mosul;36,354145;43,14357;2;;;14;95;;;;;Unknown;;;5;;;;1;0
2010;2;4;14;12;Western Australia;Perth;-31,952854;115,857339;2;;;15;14;;;;;Combat 18;;;5;;;;0;0
2010;2;5;153;6;North-West Frontier Province;Nowshera;34,007206;71,983078;3;;;2;153;;;;;Unknown;;;6;;;;0;0
2010;2;5;95;10;Nineveh;Mosul;36,354145;43,14357;2;;;3;95;;;;;Unknown;;;5;;;;1;0
2010;2;5;167;9;Dagestan;Makhachkala;42,98542;47,450668;1;;;3;167;;;;;Unknown;;;5;;;;4;0
2010;2;5;167;9;Dagestan;Izberbash;42,563333;47,863611;1;;;2;167;;;;;Unknown;;;6;;;;1;0
2010;2;5;95;10;Baghdad;Baghdad;33,303566;44,371773;2;;;14;95;;;;;Unknown;;;5;;;;0;1
2010;2;5;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;19;95;;;;;Unknown;;;6;;;;1;15
2010;2;5;95;10;Karbala;Karbala;32,604393;44,007145;3;;;14;95;;;;;Islamic State of Iraq (ISI);;;6;;;;41;140
2010;2;5;95;10;Nineveh;Hadar;35,569427;42,723026;2;;;3;95;;;;;Unknown;;;5;;;;2;0
2010;2;5;4;6;Balkh;Chahar Bolak;36,756178;66,724215;1;;;2;4;;;;;Unknown;;;5;;;;1;0
2010;2;5;4;6;Helmand;Lashkar Gah;31,60063;64,369652;3;;;14;4;;;;;Unknown;;;6;;;;3;31
2010;2;5;153;6;North-West Frontier Province;Bara;33,915234;71,458679;9;;;21;153;;;;;Unknown;;;13;;;;0;1
2010;2;5;153;6;North-West Frontier Province;Peshawar;34,006004;71,53743;9;;;8;153;;;;;Unknown;;;13;;;;1;0
2010;2;5;153;6;North-West Frontier Province;Nowshera;34,007206;71,983078;3;;;8;153;;;;;Unknown;;;6;;;;0;0
2010;2;5;153;6;Sindh;Karachi;24,891115;67,143311;3;;;19;153;;;;;Jundallah (Pakistan);;;6;;;;12;49
2010;2;5;153;6;Sindh;Karachi;24,891115;67,143311;3;;;1;153;;;;;Jundallah (Pakistan);;;6;;;;13;20
2010;2;6;153;6;Federally Administered Tribal Areas;Bajaur district;34,856902;71,429936;3;;;1;153;;;;;Unknown;;;6;;;;0;0
2010;2;6;153;6;Federally Administered Tribal Areas;Safi;34,574856;71,276081;6;;;7;153;14;153;;;Tehrik-i-Taliban Pakistan (TTP);;;13;;;;0;0
2010;2;6;153;6;North-West Frontier Province;Kohat;33,590603;71,44062;6;;;14;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;5;;;;0;0
2010;2;6;92;6;West Bengal;Jamboni;22,450177;86,899792;7;;;14;92;;;;;Communist Party of India - Maoist (CPI-Maoist);People's Committee against Police Atrocities (PCPA);;8;;;;0;0
2010;2;6;92;6;Orissa;Sundargarh district;22,124002;84,043175;2;6;;14;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;;;;1;0
2010;2;6;228;10;Saada;Qalaa;12,80095;45,03352;2;;;4;228;;;;;Houthi extremists (Ansar Allah);;;5;;;;15;0
2010;2;6;167;9;Ingushetia;Ordzhonikidzevskaya;43,316667;45,066667;1;;;3;167;;;;;Unknown;;;6;;;;0;1
2010;2;6;95;10;Kirkuk;Kirkuk;35,45211;44,375465;1;;;3;95;;;;;Unknown;;;6;;;;0;1
2010;2;6;95;10;Nineveh;Mosul;36,354145;43,14357;1;;;2;95;;;;;Unknown;;;5;;;;1;0
2010;2;6;95;10;Nineveh;Tal Abtah;36,51965;42,086067;2;;;1;95;;;;;Unknown;;;5;;;;1;2
2010;2;6;95;10;Nineveh;Mosul;36,354145;43,14357;6;2;;8;95;;;;;Unknown;;;5;;;;0;0
2010;2;6;182;11;Bari;Bosaso;11,274796;49,179657;3;;;14;182;;;;;Unknown;;;6;;;;0;1
2010;2;6;153;6;Federally Administered Tribal Areas;Bajaur district;34,856902;71,429936;3;;;8;153;;;;;Unknown;;;6;;;;0;0
2010;2;7;95;10;Al Anbar;Fallujah;33,349159;43,784199;3;;;3;95;;;;;Unknown;;;6;;;;0;1
2010;2;7;95;10;Al Anbar;Rawah;34,477619;41,920773;3;;;17;95;;;;;Unknown;;;6;;;;0;3
2010;2;7;95;10;Qadisiyah;Diwaniyah;31,98958;44,923775;3;;;19;95;;;;;Unknown;;;6;;;;1;3
2010;2;7;95;10;Qadisiyah;Diwaniyah;31,98958;44,923775;3;;;19;95;;;;;Unknown;;;6;;;;1;3
2010;2;7;95;10;Baghdad;Baghdad;33,303566;44,371773;1;;;4;95;;;;;Islamic State of Iraq (ISI);;;6;;;;1;1
2010;2;7;92;6;Andhra pradesh;Solabu;17,666359;82,22292;6;;;2;92;13;92;;;Communist Party of India - Maoist (CPI-Maoist);;;13;;;;0;0
2010;2;7;92;6;Assam;Khargaon;26,553814;90,342925;2;;;14;92;;;;;National Democratic Front of Bodoland (NDFB);;;5;;;;0;3
2010;2;7;92;6;Bihar;Rajla;24,755824;86,422732;3;;;19;91;;;;;Communist Party of India - Maoist (CPI-Maoist);;;6;;;;0;0
2010;2;7;153;6;Federally Administered Tribal Areas;North Waziristan district;32,974638;70,14558;9;;;14;4;;;;;Taliban;;;13;;;;1;0
2010;2;7;153;6;North-West Frontier Province;Bannu;32,987347;70,602524;3;;;8;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;6;;;;0;0
2010;2;7;153;6;Federally Administered Tribal Areas;Khyber district;33,908578;71,070055;3;;;14;153;;;;;Unknown;;;6;;;;0;0
2010;2;7;153;6;Punjab;Rangli;33,490311;72,120923;3;;;19;153;;;;;Unknown;;;6;;;;1;0
2010;2;7;141;6;Central;Birganj;27,04477;84,867372;3;;;1;141;;;;;Akhil Terai Mukti Morcha (ATMM);;;6;;;;0;2
2010;2;8;141;6;Eastern;Saptari district;26,617262;86,701389;3;;;14;141;;;;;Akhil Terai Mukti Morcha (ATMM);;;6;;;;0;2
2010;2;8;205;5;Pattani;Kapho;6,6253;101,51344;2;;;8;205;;;;;Unknown;;;5;8;;;1;0
2010;2;8;160;5;Maguindanao;Cotabato City;7,209594;124,241966;2;;;14;44;;;;;Unknown;;;5;;;;1;2
2010;2;8;160;5;Sulu;Lunggang;5,933719;120,999035;6;;;1;160;;;;;Abu Sayyaf Group (ASG);;;5;;;;0;0
2010;2;8;153;6;Federally Administered Tribal Areas;Mohmand district;34,565494;71,477429;3;;;8;153;;;;;Unknown;;;6;;;;0;0
2010;2;8;153;6;Punjab;Rawalpindi;33,594013;73,069077;2;;;2;153;;;;;Unknown;;;5;;;;3;8
2010;2;8;153;6;Balochistan;Mach;29,855375;67,339928;3;;;21;153;;;;;Unknown;;;6;;;;0;0
2010;2;8;19;6;Khulna;Chuadanga;23,64075;88,845205;3;;;14;19;;;;;Purbo Banglar Communist Party;;;6;;;;0;0
2010;2;8;92;6;Manipur;Nongmaikhong;24,436662;93,857895;7;;;19;92;;;;;Unknown;;;8;;;;0;0
2010;2;8;92;6;Orissa;Rourkela;22,260423;84,853584;3;;;19;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;6;;;;0;0
2010;2;8;95;10;Al Anbar;Rawah;34,477619;41,920773;3;;;14;95;;;;;Unknown;;;6;;;;0;1
2010;2;8;95;10;Baghdad;Baghdad;33,303566;44,371773;2;;;2;95;;;;;Islamic State of Iraq (ISI);;;5;;;;1;0
2010;2;8;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;2;95;;;;;Unknown;;;6;;;;1;3
2010;2;8;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;1
2010;2;8;95;10;Nineveh;Mosul;36,354145;43,14357;1;;;14;91;;;;;Unknown;;;5;;;;1;1
2010;2;8;95;10;Nineveh;Mosul;36,354145;43,14357;3;;;1;95;;;;;Unknown;;;6;;;;0;0
2010;2;8;95;10;Baghdad;Baghdad;33,303566;44,371773;2;;;2;91;;;;;Unknown;;;5;;;;1;1
2010;2;9;182;11;Lower Shebelle;Afgoye;2,14383;45,118061;3;;;17;182;;;;;Unknown;;;6;;;;0;0
2010;2;0;41;11;Mbomou;Nzako;4,667238;22,749396;2;6;;14;41;;;;;Lord's Resistance Army (LRA);;;5;;;;0;0
2010;2;9;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;21;95;;;;;Unknown;;;6;;;;0;0
2010;2;9;95;10;Nineveh;Mosul;36,354145;43,14357;3;;;14;95;;;;;Unknown;;;6;;;;0;1
2010;2;9;603;8;Northern Ireland;Lagmore;54,553543;-6,047732;2;;;14;96;;;;;Paramilitary members;;;5;;;;0;1
2010;2;9;92;6;Chhattisgarh;Dantewara;18,895394;81,351442;3;2;;3;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;6;5;;;0;2
2010;2;9;92;6;Jharkhand;Parasnath;23,9625;86,132778;3;;;19;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;6;;;;0;0
2010;2;9;153;6;Balochistan;Quetta;30,200819;66,994354;3;;;1;153;;;;;Unknown;;;6;;;;0;4
2010;2;9;153;6;North-West Frontier Province;Swat district;35,079406;72,428758;3;;;2;153;;;;;Unknown;;;6;;;;0;0
2010;2;9;160;5;Occidental Mindoro;Paluan;13,416;120,4623;7;;;16;160;;;;;New People's Army (NPA);;;8;;;;0;0
2010;2;9;205;5;Yala;Raman;6,491822;101,3885;2;;;2;205;;;;;Unknown;;;5;;;;1;0
2010;2;9;45;3;Arauca;Arauquita;7,02664;-71,425576;6;;;2;45;;;;;Revolutionary Armed Forces of Colombia (FARC);;;13;;;;0;0
2010;2;9;205;5;Yala;Raman;6,491822;101,3885;2;;;2;205;;;;;Unknown;;;5;;;;1;0
2010;2;10;19;6;Rajshahi;Ataikula;24,031139;89,40789;1;;;17;19;;;;;Unknown;;;5;;;;1;0
2010;2;10;92;6;Orissa;Sundargarh district;22,124002;84,043175;3;;;19;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;6;;;;0;0
2010;2;10;205;5;Pattani;;6,700696;101,433915;2;;;14;205;;;;;Unknown;;;5;;;;1;0
2010;2;10;205;5;Pattani;;6,700696;101,433915;2;;;14;205;;;;;Unknown;;;5;;;;1;0
2010;2;10;92;6;West Bengal;Lalgarh;22,585272;87,049698;2;;;3;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;;;;0;0
2010;2;10;160;5;Oriental Mindoro;Victoria;13,173328;121,277093;2;;;2;160;;;;;Unknown;;;5;;;;1;0
2010;2;10;153;6;Federally Administered Tribal Areas;Khyber district;33,908578;71,070055;2;;;4;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;5;;;;1;2
