iyear;imonth;iday;country;region;provstate;city;attacktype1;targtype1;gname;weaptype1
2014;4;21;153;6;Khyber Pakhtunkhwa;Badaber;2;3;Tehrik-i-Taliban Pakistan (TTP);5
2014;4;23;228;10;Abyan;Zinjibar;3;14;Unknown;6
2014;4;23;104;11;Garissa;Dadaab;4;7;Al-Shabaab;5
2014;4;23;182;11;Hiiraan;Bulobarde;9;4;Al-Shabaab;13
2014;4;23;104;11;Nairobi;Nairobi;3;3;Al-Shabaab;6
2014;4;23;182;11;Banaadir;Mogadishu;9;4;Al-Shabaab;13
2014;4;23;182;11;Banaadir;Mogadishu;3;3;Al-Shabaab;6
2014;4;23;182;11;Banaadir;Mogadishu;3;4;Al-Shabaab;6
2014;4;23;182;11;Bay;Baidoa;9;4;Al-Shabaab;13
2014;4;23;4;6;Farah;Chahar Dara;3;14;Taliban;6
2014;4;23;4;6;Nangarhar;Daman;3;14;Unknown;6
2014;4;22;4;6;Kandahar;Maywand district;2;3;Taliban;5
2014;4;23;4;6;Sari Pul;Boghavi;2;2;Unknown;5
2014;4;23;95;10;Nineveh;Bashiqah;3;14;Unknown;6
2014;4;23;60;10;Giza;Sixth of October;1;3;Ajnad Misr;6
2014;4;23;95;10;Al Anbar;Halabsah;1;2;Unknown;6
2014;4;23;95;10;Al Anbar;Fallujah;3;2;Unknown;6
2014;4;23;95;10;Diyala;Muqdadiyah district;1;2;Unknown;5
2014;4;23;95;10;Nineveh;Mosul;1;2;Unknown;6
2014;4;23;95;10;Nineveh;Mosul;1;2;Unknown;5
2014;4;23;95;10;Kirkuk;Unknown;1;2;Unknown;6
2014;4;23;95;10;Saladin;Baiji;3;21;Unknown;6
2014;4;23;95;10;Saladin;Dhuluiya;2;17;Unknown;5
2014;4;23;200;10;Aleppo;Manbij;6;4;Islamic State of Iraq and the Levant (ISIL);13
2014;4;23;92;6;Jammu and Kashmir;Kakapora;8;3;Unknown;12
2014;4;23;92;6;Jammu and Kashmir;Pulwama district;8;3;Unknown;12
2014;4;23;92;6;Jammu and Kashmir;Samboora;8;3;Unknown;12
2014;4;23;4;6;Kunar;Chapa Dara district;3;4;Taliban;6
2014;4;23;123;11;Kidal;Kidal;3;7;Unknown;6
2014;4;23;195;11;Central Darfur;Garsila;2;14;Janjaweed;5
2014;4;23;4;6;Helmand;Lashkar Gah;2;14;Unknown;5
2014;4;23;205;5;Bangkok;Bangkok;2;14;Unknown;5
2014;4;23;160;5;Lanao del Sur;Balindong;2;3;Moro Islamic Liberation Front (MILF);5
2014;4;23;95;10;Al Anbar;Ramadi;3;4;Islamic State of Iraq and the Levant (ISIL);6
2014;4;23;95;10;Saladin;Sulayman Beg;9;3;Unknown;13
2014;4;23;95;10;Saladin;Sulayman Beg;3;14;Unknown;6
2014;4;23;214;9;Donetsk;Slovyansk;6;2;Donetsk People's Republic;13
2014;4;23;110;10;Beqaa;Labweh;3;14;Unknown;6
2014;4;23;110;10;Beqaa;Nabi Othman;3;14;Unknown;6
2014;4;23;110;10;Beqaa;Britel;3;14;Liwa Ahrar al-Sunna;6
2014;4;23;209;10;Diyarbakir;Lice;6;14;Kurdistan Workers' Party (PKK);13
2014;4;24;153;6;Sindh;Karachi;3;3;Tehrik-i-Taliban Pakistan (TTP);6
2014;4;24;228;10;Hadramawt;Shibam;2;3;Al-Qaida in the Arabian Peninsula (AQAP);6
2014;4;24;95;10;Babil;Hillah;3;3;Islamic State of Iraq and the Levant (ISIL);6
2014;4;24;95;10;Kirkuk;Kirkuk;3;14;Unknown;6
2014;4;24;228;10;Amanat Al Asimah;Sanaa;4;10;Tribesmen;13
2014;4;24;95;10;Saladin;Tarmiyah;3;3;Unknown;6
2014;4;24;95;10;Nineveh;Mosul;3;3;Unknown;6
2014;4;24;95;10;Al Anbar;Unknown;1;3;Unknown;6
2014;4;24;95;10;Baghdad;Baghdad;3;4;Unknown;6
2014;4;24;95;10;Saladin;Siniyah;3;2;Unknown;6
2014;4;24;95;10;Nineveh;Tlul Nasser;3;3;Unknown;6
2014;4;24;95;10;Nineveh;Ayn al-Jahesh;2;4;Unknown;5
2014;4;24;95;10;Al Anbar;Ramadi;3;8;Unknown;6
2014;4;24;95;10;Diyala;Baqubah;3;2;Unknown;6
2014;4;24;182;11;Lower Shebelle;Danow;7;1;Al-Shabaab;8
2014;4;24;95;10;Al Anbar;Ramadi;3;2;Unknown;6
2014;4;24;95;10;Saladin;Siniyah;3;19;Unknown;6
2014;4;24;4;6;Kabul;Kabul;2;1;Unknown;5
2014;4;24;228;10;Amanat Al Asimah;Sanaa;6;2;Al-Qaida in the Arabian Peninsula (AQAP);5
2014;4;24;92;6;Jharkhand;Sikaripara;3;2;Maoists;6
2014;4;24;92;6;Jammu and Kashmir;Shopian district;2;2;Unknown;5
2014;4;24;603;8;Northern Ireland;Belfast;3;14;Unknown;6
2014;4;24;205;5;Bangkok;Bangkok;3;10;Unknown;6
2014;4;24;153;6;Balochistan;Chattar;2;3;Baloch Republican Army (BRA);6
2014;4;24;92;6;Jharkhand;Balumath;7;1;Communist Party of India - Maoist (CPI-Maoist);8
2014;4;28;92;6;Jharkhand;Palamu district;2;14;Maoists;5
2014;4;24;1004;11;Upper Nile;Tonga;2;7;Unknown;6
2014;4;24;155;10;Gaza Strip;Jabaliya;3;4;Unknown;6
2014;4;24;155;10;Gaza Strip;Unknown;3;20;Unknown;6
2014;4;24;155;10;Gaza Strip;Unknown;3;4;Unknown;6
2014;4;24;153;6;Khyber Pakhtunkhwa;Mattani;3;8;Unknown;6
2014;4;24;92;6;Meghalaya;Sikbari;2;2;Garo National Liberation Army;5
2014;4;24;160;5;Metropolitan Manila;Manila;3;3;Unknown;6
2014;4;24;137;11;Sofala;Casa Banana;9;4;Mozambique National Resistance Movement (MNR);13
2014;4;24;95;10;Saladin;Tuz Khormato;3;2;Unknown;6
2014;4;24;95;10;Al Anbar;Unknown;3;2;Unknown;6
2014;4;24;95;10;Kirkuk;Kirkuk;3;20;Unknown;6
2014;4;24;95;10;Kirkuk;Kirkuk;3;14;Unknown;6
2014;4;24;205;5;Nonthaburi;Nonthaburi;3;14;Unknown;6
2014;4;24;147;11;Taraba;Wukari;2;4;Unknown;5
2014;4;25;228;10;Lahij;Habilayn;2;17;Unknown;5
2014;4;25;4;6;Zabul;Qalat;3;4;Taliban;6
2014;4;25;153;6;Sindh;Karachi;3;14;Tehrik-i-Taliban Pakistan (TTP);6
2014;4;25;205;5;Pattani;Taluban;3;3;Unknown;6
2014;4;25;113;10;Benghazi;Benghazi;3;3;Unknown;6
2014;4;25;95;10;Kirkuk;Qarrat Durrah;3;14;Unknown;6
2014;4;25;95;10;Kirkuk;Qarrat Durrah;3;3;Unknown;6
2014;4;25;95;10;Nineveh;Mosul;2;14;Unknown;5
2014;4;25;95;10;Unknown;Unknown;3;2;Unknown;6
2014;4;25;95;10;Diyala;Himreen;3;4;Unknown;6
2014;4;25;95;10;Kirkuk;Unknown;2;17;Unknown;5
2014;4;25;95;10;Kirkuk;Shumayt;1;2;Unknown;5
2014;4;25;214;9;Odessa;Odessa;3;17;Unknown;6
2014;4;25;214;9;Donetsk;Kramatorsk;2;4;Donetsk People's Republic;6
2014;4;24;214;9;Donetsk;Artemivsk;2;4;Donetsk People's Republic;6
2014;4;24;195;11;South Darfur;Nyala;2;14;Janjaweed;5
2014;4;25;153;6;Sindh;Karachi;2;3;Unknown;5
2014;4;25;153;6;Khyber Pakhtunkhwa;Adezai;3;20;Unknown;6
2014;4;25;153;6;Khyber Pakhtunkhwa;Achini Bala;3;20;Unknown;6
2014;4;25;110;10;Beqaa;Hermel;3;14;Liwa Ahrar al-Sunna;6
2014;4;25;182;11;Banaadir;Mogadishu;2;4;Al-Shabaab;5
2014;4;25;153;6;Khyber Pakhtunkhwa;Banda Daud Shah;3;1;Unknown;6
2014;4;25;153;6;Sindh;Ghotki district;3;21;Unknown;6
2014;4;25;167;9;Dagestan;Shamalkala;3;3;Unknown;6
2014;4;25;93;5;Papua;Gurage;2;4;Free Papua Movement (OPM-Organisasi Papua Merdeka);5
2014;4;25;153;6;Sindh;Karachi;2;15;Unknown;5
2014;4;25;4;6;Ghazni;Ghazni;2;3;Unknown;5
2014;4;25;4;6;Ghazni;Ghazni;3;14;Unknown;6
2014;4;25;160;5;Palawan;Bataraza;6;18;Abu Sayyaf Group (ASG);13
2014;4;25;214;9;Donetsk;Slovyansk;6;14;Donetsk People's Republic;13
2014;4;25;160;5;Maguindanao;Cotabato City;6;14;Abu Sayyaf Group (ASG);13
2014;4;26;228;10;Amanat Al Asimah;Sanaa;9;3;Unknown;13
2014;4;26;41;11;Ouham;Nanga Boguila;2;12;Seleka;5
2014;4;26;41;11;Ouham;Nanga Boguila;2;14;Seleka;5
2014;4;26;113;10;Benghazi;Benghazi;2;4;Unknown;5
2014;4;26;113;10;Benghazi;Benghazi;6;14;Unknown;5
2014;4;25;95;10;Baghdad;Baghdad;3;14;Islamic State of Iraq and the Levant (ISIL);6
2014;4;26;95;10;Baghdad;Baghdad;3;3;Unknown;6
2014;4;26;95;10;Al Anbar;Karabilah;3;2;Unknown;6
2014;4;26;95;10;Baghdad;Baghdad;3;14;Unknown;6
2014;4;26;95;10;Nineveh;Mawali;3;14;Unknown;6
2014;4;26;95;10;Kirkuk;Kirkuk;2;2;Unknown;5
2014;4;25;95;10;Basra;Zubayr district;1;14;Unknown;5
2014;4;26;95;10;Nineveh;Hammam al-Alil;2;3;Unknown;5
2014;4;26;182;11;Gedo;Beled Hawo;2;14;Unknown;5
2014;4;26;95;10;Baghdad;Baghdad;3;1;Unknown;6
2014;4;26;95;10;Baghdad;Baghdad;2;14;Unknown;5
2014;4;26;95;10;Saladin;Tikrit;3;4;Unknown;6
2014;4;26;95;10;Saladin;Tikrit;3;14;Unknown;6
2014;4;26;95;10;Nineveh;Mosul;3;3;Unknown;6
2014;4;26;228;10;Hadramawt;Mankhar;2;4;Unknown;5
2014;4;26;92;6;Assam;Rangamati;6;1;United Democratic Liberation Army (UDLA);5
2014;4;26;92;6;Chhattisgarh;Todka;2;3;Maoists;5
2014;4;26;4;6;Ghazni;Ghazni;3;3;Taliban;6
2014;4;26;168;11;Eastern;Gatsibo district;3;14;Unknown;6
2014;4;26;110;10;North;Tripoli;3;14;Unknown;6
2014;4;26;4;6;Unknown;Unknown;3;20;Unknown;6
2014;4;25;4;6;Ghazni;Ebrahimkhel;2;3;Unknown;5
2014;4;26;182;11;Banaadir;Mogadishu;2;14;Al-Shabaab;5
2014;4;26;182;11;Banaadir;Biyaha;2;4;Al-Shabaab;6
2014;4;26;209;10;Diyarbakir;Lice district;6;4;Kurdistan Workers' Party (PKK);5
2014;4;26;4;6;Ghazni;Gelan district;3;4;Taliban;6
2014;4;26;228;10;Amanat Al Asimah;Sanaa;6;2;Tribesmen;13
2014;4;26;214;9;Donetsk;Slovyansk;2;4;Unknown;5
2014;4;26;4;6;Unknown;Unknown;3;4;Unknown;6
2014;4;26;214;9;Donetsk;Kramatorsk;6;2;Donetsk People's Republic;9
2014;4;26;214;9;Donetsk;Slovyansk;6;10;Donetsk People's Republic;5
2014;4;26;214;9;Donetsk;Slovyansk;6;10;Donetsk People's Republic;13
2014;4;27;153;6;Federally Administered Tribal Areas;South Waziristan district;3;4;Unknown;6
2014;4;28;4;6;Paktika;Ziruk district;6;4;Haqqani Network;5
2014;4;28;4;6;Paktika;Ziruk district;2;4;Haqqani Network;5
2014;4;27;113;10;Benghazi;Benghazi;6;14;Unknown;5
2014;4;27;95;10;Al Anbar;Nukhayb;3;3;Unknown;6
2014;4;27;95;10;Al Anbar;Ramadi;3;3;Unknown;6
2014;4;27;95;10;Baghdad;Baghdad;3;3;Unknown;6
2014;4;27;95;10;Babil;Radwaniyah;3;3;Unknown;6
2014;4;27;95;10;Nineveh;Mosul;3;3;Unknown;6
2014;4;26;95;10;Al Anbar;Karabilah;1;14;Unknown;6
2014;4;27;95;10;Nineveh;Mosul;1;3;Unknown;6
2014;4;27;95;10;Kirkuk;Kirkuk;2;2;Unknown;5
2014;4;27;95;10;Nineveh;Mosul;3;3;Unknown;6
2014;4;27;95;10;Kirkuk;Kirkuk;9;2;Unknown;13
2014;4;27;95;10;Al Anbar;Ramadi;3;4;Unknown;6
2014;4;27;95;10;Baghdad;Baghdad;3;14;Unknown;6
2014;4;27;92;6;Jammu and Kashmir;Srinagar;3;14;Hizbul Mujahideen (HM);6
2014;4;27;92;6;Jammu and Kashmir;Magam;3;14;Hizbul Mujahideen (HM);6
2014;4;27;153;6;Khyber Pakhtunkhwa;Peshawar;3;6;Unknown;6
2014;4;27;153;6;Punjab;Rahim Yar Khan;3;19;Baloch Republican Army (BRA);6
2014;4;27;92;6;Odisha;Udaygiri;6;14;Maoists;5
2014;4;27;153;6;Federally Administered Tribal Areas;Landi Kotal;3;17;Lashkar-e-Islam (Pakistan);6
2014;4;27;153;6;Khyber Pakhtunkhwa;Chamkani;3;3;Unknown;6
2014;4;27;153;6;Khyber Pakhtunkhwa;Bakhshi Pul;2;3;Unknown;5
2014;4;27;153;6;Khyber Pakhtunkhwa;Peshawar;3;1;Unknown;6
2014;4;27;153;6;Khyber Pakhtunkhwa;Masho Khel;3;21;Unknown;6
2014;4;27;19;6;Dhaka;Fatullah;6;2;Unknown;5
2014;4;27;113;10;Benghazi;Benghazi;3;14;Unknown;6
2014;4;27;60;10;North Sinai;Arish;2;3;Unknown;5
2014;4;27;153;6;Khyber Pakhtunkhwa;Dera Ismail Khan;2;3;Unknown;5
2014;4;27;92;6;Maharashtra;Gyarapatti;2;3;Maoists;5
2014;4;27;182;11;Lower Juba;Kismayo;2;4;Al-Shabaab;5
2014;4;27;182;11;Lower Shebelle;Merca;2;3;Al-Shabaab;5
2014;4;27;182;11;Banaadir;Mogadishu;9;4;Al-Shabaab;13
2014;4;27;200;10;Aleppo;Aleppo;3;14;Unknown;6
2014;4;27;200;10;Aleppo;Aleppo;3;14;Unknown;6
2014;4;27;4;6;Kunar;Chapa Dara district;9;4;Taliban;13
2014;4;27;214;9;Donetsk;Horlivka;6;2;Donetsk People's Republic;9
2014;4;27;44;4;Xinjiang;Kargilik district;2;2;Unknown;9
2014;4;27;92;6;Odisha;Kopara;6;14;Maoists;5
2014;4;27;92;6;Odisha;Mahupadar;6;14;Maoists;5
2014;4;27;217;1;Washington;Seattle;2;14;Jihadi-inspired extremists;5
2014;4;27;92;6;Jharkhand;Gaghra;2;1;Maoists;5
2014;4;28;153;6;Balochistan;Mashkel;9;4;Unknown;13
2014;4;28;95;10;Nineveh;Mosul;3;2;Islamic State of Iraq and the Levant (ISIL);6
2014;4;28;95;10;Nineveh;Mosul;3;10;Unknown;6
2014;4;28;95;10;Saladin;Siniyah;3;2;Unknown;6
2014;4;28;95;10;Saladin;Tuz Khormato district;3;3;Unknown;6
2014;4;28;95;10;Al Anbar;Habbaniyah;3;2;Unknown;6
2014;4;28;95;10;Saladin;Tuz Khormato;3;2;Islamic State of Iraq and the Levant (ISIL);6
2014;4;28;95;10;Diyala;Khanaqin;3;14;Islamic State of Iraq and the Levant (ISIL);6
2014;4;28;95;10;Kirkuk;Hawijah;3;2;Unknown;6
2014;4;28;95;10;Baghdad;Baghdad;3;2;Unknown;6
2014;4;28;95;10;Baghdad;Baghdad;3;2;Islamic State of Iraq and the Levant (ISIL);6
2014;4;28;95;10;Kirkuk;Kirkuk;3;2;Islamic State of Iraq and the Levant (ISIL);6
2014;4;28;95;10;Saladin;Mahattah;2;2;Unknown;5
2014;4;28;95;10;Saladin;Albu Ajil;2;17;Islamic State of Iraq and the Levant (ISIL);5
2014;4;28;95;10;Kirkuk;Kirkuk;3;4;Unknown;6
2014;4;28;153;6;Sindh;Karachi;3;15;Unknown;6
2014;4;28;153;6;Khyber Pakhtunkhwa;Jamrud;2;4;Unknown;5
2014;4;28;92;6;Bihar;Lakhisarai district;3;3;Maoists;6
2014;4;27;4;6;Faryab;Bandar;6;2;Taliban;9
2014;4;28;41;11;Kemo;Dissikou;2;7;Anti-Balaka Militia;6
2014;4;28;214;9;Kharkiv;Kharkiv;1;2;Pro-Russia Militia;5
2014;4;28;214;9;Donetsk;Unknown;3;4;Donetsk People's Republic;6
2014;4;28;153;6;Khyber Pakhtunkhwa;Shabqadar;3;1;Unknown;6
2014;4;28;214;9;Donetsk;Donetsk;6;14;Donetsk People's Republic;9
2014;4;28;4;6;Nangarhar;Pachir Agam district;6;2;Taliban;5
2014;4;27;4;6;Ghazni;Ghazni;3;20;Taliban;6
2014;4;28;153;6;Balochistan;Goth Jumma Khan;9;3;Unknown;13
2014;4;28;153;6;Khyber Pakhtunkhwa;Jamrud;2;4;Unknown;6
2014;4;28;153;6;Khyber Pakhtunkhwa;Jamrud;3;4;Unknown;6
2014;4;28;153;6;Khyber Pakhtunkhwa;Jamrud;3;20;Unknown;6
2014;4;28;153;6;Sindh;Karampur;3;14;Unknown;6
2014;4;28;45;3;Norte de Santander;Unknown;7;1;National Liberation Army of Colombia (ELN);8
2014;4;28;4;6;Logar;Baraki Barak district;2;4;Taliban;5
2014;4;28;4;6;Paktia;Dand Patan district;2;3;Taliban;5
2014;4;28;147;11;Borno;Firgi;6;15;Boko Haram;5
2014;4;28;153;6;Balochistan;Tump;2;4;Baloch Republican Army (BRA);5
2014;4;28;147;11;Adamawa;Kuba;6;15;Boko Haram;6
2014;4;28;153;6;Khyber Pakhtunkhwa;Masho Khel;3;21;Unknown;6
2014;4;28;153;6;Khyber Pakhtunkhwa;Masho Khel;3;21;Unknown;6
2014;4;28;153;6;Khyber Pakhtunkhwa;Masho Khel;3;21;Unknown;6
2014;4;28;214;9;Donetsk;Donetsk;8;1;Donetsk People's Republic;9
2014;4;28;147;11;Zamfara;Fura;2;3;Fulani extremists;5
2014;4;28;214;9;Donetsk;Kramatorsk;2;4;Donetsk People's Republic;5
2014;4;28;153;6;Khyber Pakhtunkhwa;Bannu;3;3;Unknown;6
2014;4;28;214;9;Donetsk;Kostiantynivka;7;2;Donetsk People's Republic;13
2014;4;28;4;6;Kapisa;Nijrab district;2;4;Unknown;5
2014;4;28;92;6;Jharkhand;Chatra district;7;1;Maoists;8
2014;4;28;228;10;Amanat Al Asimah;Sanaa;6;7;Al-Qaida in the Arabian Peninsula (AQAP);5
2014;4;29;228;10;Al Bayda;Bayda;3;20;Unknown;6
2014;4;29;228;10;Al Bayda;Bayda;3;20;Unknown;6
2014;4;29;228;10;Amran;Amran;3;14;Unknown;6
2014;4;29;205;5;Narathiwat;Si Sakhon district;2;2;Unknown;5
2014;4;29;205;5;Narathiwat;Yingo district;3;4;Unknown;6
2014;4;29;113;10;Benghazi;Benghazi;3;4;Jaish Tahkim al-Din;6
2014;4;29;182;11;Galguduud;Ceel Buur;9;4;Al-Shabaab;13
2014;4;29;182;11;Gedo;Ceel Cadde;9;4;Al-Shabaab;13
2014;4;29;95;10;Diyala;Sadiyah;3;1;Islamic State of Iraq and the Levant (ISIL);6
2014;4;29;95;10;Baghdad;Baghdad;3;3;Unknown;6
2014;4;29;95;10;Diyala;Madain;2;17;Unknown;5
2014;4;29;95;10;Babil;Radwaniyah;3;3;Islamic State of Iraq and the Levant (ISIL);6
2014;4;29;95;10;Diyala;Sadiyah;3;14;Islamic State of Iraq and the Levant (ISIL);6
2014;4;29;95;10;Al Anbar;Abu Ghraib;3;14;Islamic State of Iraq and the Levant (ISIL);6
2014;4;29;95;10;Diyala;Baqubah;3;1;Unknown;6
2014;4;30;95;10;Kirkuk;Jaghmakhah;3;14;Unknown;6
2014;4;29;95;10;Diyala;Sadiyah;3;14;Unknown;6
2014;4;29;95;10;Diyala;Sadiyah;3;14;Unknown;6
2014;4;30;95;10;Saladin;Tikrit;3;2;Islamic State of Iraq and the Levant (ISIL);6
2014;4;29;113;10;Benghazi;Benghazi;3;4;Unknown;6
2014;4;29;113;10;Tripoli;Tripoli;2;2;Unknown;5
2014;4;29;92;6;Chandigarh;Chandigarh;2;10;Unknown;8
2014;4;29;95;10;Al Anbar;Hadithah;3;2;Unknown;6
2014;4;29;95;10;Saladin;Saba al-Bor;3;14;Islamic State of Iraq and the Levant (ISIL);6
2014;4;29;95;10;Baghdad;Baghdad;3;14;Islamic State of Iraq and the Levant (ISIL);6
2014;4;29;200;10;Homs;Homs;3;17;Al-Nusrah Front;6
2014;4;29;200;10;Homs;Homs;3;17;Al-Nusrah Front;6
2014;4;29;153;6;Khyber Pakhtunkhwa;Doaba;3;20;Unknown;6
2014;4;29;228;10;Shabwah;Said;6;4;Al-Qaida in the Arabian Peninsula (AQAP);6
2014;4;29;160;5;Sulu;Buhanginan;2;4;Abu Sayyaf Group (ASG);6
2014;4;29;153;6;Sindh;Karachi;2;3;Unknown;5
2014;4;29;153;6;Punjab;Dera Ghazi Khan;2;3;Unknown;5
2014;4;29;4;6;Jawzjan;Darzab district;3;3;Unknown;6
2014;4;29;4;6;Jawzjan;Jardoq;2;3;Taliban;6
2014;4;29;160;5;Sorsogon;San Juan;2;4;New People's Army (NPA);5
2014;4;29;153;6;Sindh;Jamshoro;7;10;Unknown;8
2014;4;29;92;6;Bihar;Kotma;3;14;Unknown;6
2014;4;29;160;5;Bohol;Danao;1;3;Unknown;5
2014;4;29;4;6;Paktia;Gardez;3;4;Taliban;6
2014;4;29;19;6;Rajshahi;Rajshahi;2;22;Jamaat-E-Islami (Bangladesh);6
2014;4;29;78;8;Central Greece;Itea;3;3;Conspiracy of Cells of Fire;6
2014;4;28;205;5;Chiang Mai;San Kamphaeng district;3;1;Unknown;6
2014;4;29;4;6;Laghman;Alingar district;9;3;Taliban;13
2014;4;29;113;10;Derna;Ayn Marrah;1;2;Unknown;5
2014;4;29;182;11;Middle Juba;Jilib;6;14;Al-Shabaab;13
2014;4;29;4;6;Paktia;Dand Patan district;2;4;Unknown;5
2014;4;29;603;8;Northern Ireland;Belfast;7;14;Ulster Volunteer Force (UVF);8
2014;4;29;92;6;Jammu and Kashmir;Sangrama;2;14;Unknown;5
2014;4;29;160;5;Camarines Sur;Lagonoy;2;4;New People's Army (NPA);5
2014;4;29;41;11;Bangui;Bangui;1;10;Unknown;5
2014;4;29;41;11;Unknown;Unknown;1;10;Unknown;13
2014;4;29;214;9;Luhansk;Pervomaisk;7;2;Luhansk People's Republic;13
2014;4;27;130;1;Chiapas;Ocosingo district;6;12;Unknown;13
2014;4;29;4;6;Wardak;Salar;6;1;Taliban;5
2014;4;29;214;9;Donetsk;Kostiantynivka;6;2;Donetsk People's Republic;13
2014;4;29;158;3;Concepcion;Horqueta district;7;1;Paraguayan People's Army (EPP);5
2014;4;29;214;9;Donetsk;Kramatorsk;6;3;Donetsk People's Republic;13
2014;4;29;214;9;Luhansk;Luhansk;7;2;Luhansk People's Republic;13
2014;4;29;214;9;Luhansk;Luhansk;7;10;Luhansk People's Republic;13
2014;4;29;200;10;Damascus;Damascus;3;8;Unknown;6
2014;4;30;153;6;Federally Administered Tribal Areas;Ladha;3;4;Tehrik-i-Taliban Pakistan (TTP);6
2014;4;30;95;10;Diyala;Uzaym;3;2;Unknown;6
2014;4;30;95;10;Kirkuk;Dibis;3;4;Unknown;6
2014;4;30;95;10;Saladin;Ishaqi;3;2;Unknown;6
2014;4;30;95;10;Nineveh;Mosul;3;2;Unknown;6
2014;4;30;95;10;Nineveh;Mosul;3;2;Unknown;6
2014;4;30;95;10;Diyala;Jubur;3;2;Unknown;6
2014;4;30;95;10;Diyala;Baqubah;3;2;Unknown;6
2014;4;30;110;10;Beqaa;Arsal;2;4;Liwa Ahrar al-Sunna;5
2014;4;30;200;10;Raqqah;Raqqah;6;14;Islamic State of Iraq and the Levant (ISIL);9
2014;4;30;95;10;Al Anbar;Albu Alwan;1;2;Unknown;6
2014;4;30;95;10;Al Anbar;Albu Alwan;3;2;Unknown;6
2014;4;30;95;10;Al Anbar;Amiriyat al-Fallujah;3;2;Unknown;6
2014;4;30;95;10;Babil;Farisiyah;3;14;Unknown;6
2014;4;30;95;10;Saladin;Baiji;3;2;Islamic State of Iraq and the Levant (ISIL);6
2014;4;30;95;10;Nineveh;Mosul;3;2;Unknown;6
2014;4;30;95;10;Nineveh;Hatra;2;2;Unknown;5
2014;4;30;95;10;Saladin;Ishaqi;3;3;Unknown;6
2014;4;30;95;10;Diyala;Baqubah;3;14;Unknown;6
2014;4;30;95;10;Saladin;Tuz Khormato;3;2;Unknown;6
2014;4;30;95;10;Al Anbar;Ramadi;3;2;Islamic State of Iraq and the Levant (ISIL);6
2014;4;30;44;4;Xinjiang;Urumqi;3;19;Turkestan Islamic Party;6
2014;4;30;229;11;North Kivu;Nyabondo;9;4;Alliance of Patriots for a Free and Sovereign Congo (APCLS);13
2014;4;30;153;6;Khyber Pakhtunkhwa;Mama Khel;6;14;Unknown;13
2014;4;30;95;10;Kirkuk;Dibis district;1;3;Unknown;6
2014;4;30;95;10;Al Anbar;Ramadi;3;2;Unknown;6
2014;4;30;92;6;Meghalaya;Williamnagar;7;1;United Achik Liberation Army (UALA);5
2014;4;30;228;10;Hadramawt;Unknown;1;4;Unknown;6
2014;4;30;4;6;Kandahar;Khakrez district;2;4;Unknown;5
2014;4;30;153;6;Khyber Pakhtunkhwa;Sara China;3;17;Unknown;6
2014;4;30;214;9;Donetsk;Horlivka;7;2;Donetsk People's Republic;5
2014;4;30;4;6;Badakhshan;Unknown;9;3;Taliban;13
2014;4;29;214;9;Luhansk;Luhansk;7;3;Luhansk People's Republic;5
2014;4;30;4;6;Farah;Khaki Safed district;2;3;Taliban;5
2014;4;30;4;6;Farah;Khaki Safed district;2;3;Taliban;5
2014;4;30;4;6;Farah;Khaki Safed district;2;3;Taliban;5
2014;4;30;113;10;Tripoli;Tripoli;3;14;Unknown;6
2014;4;30;214;9;Donetsk;Horlivka;7;3;Donetsk People's Republic;5
2014;4;30;153;6;Khyber Pakhtunkhwa;Hangu;3;2;Unknown;6
2014;4;30;182;11;Lower Juba;Kismayo;2;4;Unknown;5
2014;4;30;214;9;Luhansk;Alchevsk;7;2;Luhansk People's Republic;13
2014;4;30;153;6;Federally Administered Tribal Areas;Pewar;3;14;Unknown;6
2014;4;30;92;6;Andhra Pradesh;Khammam district;3;2;Maoists;6
2014;5;1;92;6;Tamil Nadu;Chennai;3;19;Students Islamic Movement of India (SIMI);6
2014;5;1;92;6;Tamil Nadu;Chennai;3;19;Students Islamic Movement of India (SIMI);6
2014;5;1;147;11;Abuja;Nyanya;3;19;Boko Haram;6
2014;5;1;4;6;Panjsher;Dalan Sang;3;3;Taliban;6
2014;5;1;4;6;Kunduz;Dawlatzai;2;3;Taliban;5
2014;5;1;153;6;Federally Administered Tribal Areas;Chashma Pul;1;14;Unknown;5
2014;5;1;92;6;Assam;Narsingbari;2;14;National Democratic Front of Bodoland (NDFB);5
2014;5;1;603;8;Northern Ireland;Poleglass;3;20;Unknown;6
2014;5;1;92;6;Assam;Baska;2;14;Unknown;5
2014;5;1;4;6;Khost;Alisher district;9;3;Haqqani Network;13
2014;5;1;228;10;Hajjah;Unknown;9;2;Unknown;13
2014;5;1;160;5;Maguindanao;South Upi district;2;2;Unknown;5
2014;5;1;160;5;Ilocos Sur;Cervantes district;2;4;New People's Army (NPA);5
2014;5;1;228;10;Abyan;Majalah;3;14;Al-Qaida in the Arabian Peninsula (AQAP);6
2014;5;1;228;10;Al Bayda;Dhi Naim district;1;2;Al-Qaida in the Arabian Peninsula (AQAP);5
2014;5;1;153;6;Khyber Pakhtunkhwa;Aman Tabar;3;8;Unknown;6
2014;5;1;153;6;Khyber Pakhtunkhwa;Aman Tabar;3;8;Unknown;6
2014;5;1;153;6;Khyber Pakhtunkhwa;Aqrab Daugh;3;1;Unknown;6
2014;5;1;153;6;Khyber Pakhtunkhwa;Charsadda district;3;8;Unknown;6
